_id,epi_week,disease,no._of_cases
5986,2015-W37,Avian Influenza,0
5987,2015-W37,Campylobacterenterosis,7
5988,2015-W37,Chikungunya Fever,0
5989,2015-W37,Cholera,0
5990,2015-W37,Dengue Fever,303
5991,2015-W37,Dengue Haemorrhagic Fever,0
5992,2015-W37,Diphtheria,0
5993,2015-W37,Encephalitis,2
5994,2015-W37,Haemophilus influenzae type b,0
5995,2015-W37,"Hand, Foot Mouth Disease",414
5996,2015-W37,Legionellosis,0
5997,2015-W37,Malaria,1
5998,2015-W37,Measles,2
5999,2015-W37,Melioidosis,1
6000,2015-W37,Meningococcal Infection,0
6001,2015-W37,Mumps,14
6002,2015-W37,Nipah virus infection,0
6003,2015-W37,Paratyphoid,0
6004,2015-W37,Pertussis,0
6005,2015-W37,Plague,0
6006,2015-W37,Pneumococcal Disease (invasive),5
6007,2015-W37,Poliomyelitis,0
6008,2015-W37,Rubella,0
6009,2015-W37,Salmonellosis(non-enteric fevers),43
6010,2015-W37,SARS,0
6011,2015-W37,Typhoid,1
6012,2015-W37,Viral Hepatitis A,2
6013,2015-W37,Viral Hepatitis E,1
6014,2015-W37,Yellow Fever,0
6015,2015-W38,Acute Viral hepatitis B,4
6016,2015-W38,Acute Viral hepatitis C,1
6017,2015-W38,Avian Influenza,0
6018,2015-W38,Campylobacterenterosis,11
6019,2015-W38,Chikungunya Fever,1
6020,2015-W38,Cholera,0
6021,2015-W38,Dengue Fever,214
6022,2015-W38,Dengue Haemorrhagic Fever,0
6023,2015-W38,Diphtheria,0
6024,2015-W38,Encephalitis,1
6025,2015-W38,Haemophilus influenzae type b,0
6026,2015-W38,"Hand, Foot Mouth Disease",403
6027,2015-W38,Legionellosis,0
6028,2015-W38,Malaria,1
6029,2015-W38,Measles,1
6030,2015-W38,Melioidosis,2
6031,2015-W38,Meningococcal Infection,0
6032,2015-W38,Mumps,2
6033,2015-W38,Nipah virus infection,0
6034,2015-W38,Paratyphoid,1
6035,2015-W38,Pertussis,0
6036,2015-W38,Plague,0
6037,2015-W38,Pneumococcal Disease (invasive),1
6038,2015-W38,Poliomyelitis,0
6039,2015-W38,Rubella,0
6040,2015-W38,Salmonellosis(non-enteric fevers),41
6041,2015-W38,SARS,0
6042,2015-W38,Typhoid,0
6043,2015-W38,Viral Hepatitis A,1
6044,2015-W38,Viral Hepatitis E,0
6045,2015-W38,Yellow Fever,0
6046,2015-W39,Acute Viral hepatitis B,0
6047,2015-W39,Acute Viral hepatitis C,0
6048,2015-W39,Avian Influenza,0
6049,2015-W39,Campylobacterenterosis,5
6050,2015-W39,Chikungunya Fever,3
6051,2015-W39,Cholera,0
6052,2015-W39,Dengue Fever,257
6053,2015-W39,Dengue Haemorrhagic Fever,0
6054,2015-W39,Diphtheria,0
6055,2015-W39,Encephalitis,1
6056,2015-W39,Haemophilus influenzae type b,1
6057,2015-W39,"Hand, Foot Mouth Disease",441
6058,2015-W39,Legionellosis,0
6059,2015-W39,Malaria,2
6060,2015-W39,Measles,1
6061,2015-W39,Melioidosis,1
6062,2015-W39,Meningococcal Infection,0
6063,2015-W39,Mumps,12
6064,2015-W39,Nipah virus infection,0
6065,2015-W39,Paratyphoid,0
6066,2015-W39,Pertussis,3
6067,2015-W39,Plague,0
6068,2015-W39,Pneumococcal Disease (invasive),1
6069,2015-W39,Poliomyelitis,0
6070,2015-W39,Rubella,0
6071,2015-W39,Salmonellosis(non-enteric fevers),39
6072,2015-W39,SARS,0
6073,2015-W39,Typhoid,1
6074,2015-W39,Viral Hepatitis A,0
6075,2015-W39,Viral Hepatitis E,1
6076,2015-W39,Yellow Fever,0
6077,2015-W40,Acute Viral hepatitis B,1
6078,2015-W40,Acute Viral hepatitis C,24
6079,2015-W40,Avian Influenza,0
6080,2015-W40,Campylobacterenterosis,6
6081,2015-W40,Chikungunya Fever,1
6082,2015-W40,Cholera,0
6083,2015-W40,Dengue Fever,235
6084,2015-W40,Dengue Haemorrhagic Fever,0
6085,2015-W40,Diphtheria,0
6086,2015-W40,Encephalitis,0
6087,2015-W40,Haemophilus influenzae type b,0
6088,2015-W40,"Hand, Foot Mouth Disease",431
6089,2015-W40,Legionellosis,0
6090,2015-W40,Malaria,1
6091,2015-W40,Measles,0
6092,2015-W40,Melioidosis,1
6093,2015-W40,Meningococcal Infection,0
6094,2015-W40,Mumps,8
6095,2015-W40,Nipah virus infection,0
6096,2015-W40,Paratyphoid,0
6097,2015-W40,Pertussis,1
6098,2015-W40,Plague,0
6099,2015-W40,Pneumococcal Disease (invasive),0
6100,2015-W40,Poliomyelitis,0
6101,2015-W40,Rubella,1
6102,2015-W40,Salmonellosis(non-enteric fevers),47
6103,2015-W40,SARS,0
6104,2015-W40,Typhoid,1
6105,2015-W40,Viral Hepatitis A,0
6106,2015-W40,Viral Hepatitis E,1
6107,2015-W40,Yellow Fever,0
6108,2015-W41,Acute Viral hepatitis B,2
6109,2015-W41,Acute Viral hepatitis C,2
6110,2015-W41,Avian Influenza,0
6111,2015-W41,Campylobacterenterosis,4
6112,2015-W41,Chikungunya Fever,4
6113,2015-W41,Cholera,0
6114,2015-W41,Dengue Fever,235
6115,2015-W41,Dengue Haemorrhagic Fever,0
6116,2015-W41,Diphtheria,0
6117,2015-W41,Encephalitis,0
6118,2015-W41,Haemophilus influenzae type b,0
6119,2015-W41,"Hand, Foot Mouth Disease",585
6120,2015-W41,Legionellosis,1
6121,2015-W41,Malaria,1
6122,2015-W41,Measles,1
6123,2015-W41,Melioidosis,2
6124,2015-W41,Meningococcal Infection,0
6125,2015-W41,Mumps,8
6126,2015-W41,Nipah virus infection,0
6127,2015-W41,Paratyphoid,0
6128,2015-W41,Pertussis,0
6129,2015-W41,Plague,0
6130,2015-W41,Pneumococcal Disease (invasive),2
6131,2015-W41,Poliomyelitis,0
6132,2015-W41,Rubella,0
6133,2015-W41,Salmonellosis(non-enteric fevers),42
6134,2015-W41,SARS,0
6135,2015-W41,Typhoid,0
6136,2015-W41,Viral Hepatitis A,0
6137,2015-W41,Viral Hepatitis E,1
6138,2015-W41,Yellow Fever,0
6139,2015-W42,Acute Viral hepatitis B,0
6140,2015-W42,Acute Viral hepatitis C,3
6141,2015-W42,Avian Influenza,0
6142,2015-W42,Campylobacterenterosis,10
6143,2015-W42,Chikungunya Fever,1
6144,2015-W42,Cholera,0
6145,2015-W42,Dengue Fever,224
6146,2015-W42,Dengue Haemorrhagic Fever,0
6147,2015-W42,Diphtheria,0
6148,2015-W42,Encephalitis,1
6149,2015-W42,Haemophilus influenzae type b,0
6150,2015-W42,"Hand, Foot Mouth Disease",477
6151,2015-W42,Legionellosis,1
6152,2015-W42,Malaria,0
6153,2015-W42,Measles,1
6154,2015-W42,Melioidosis,1
6155,2015-W42,Meningococcal Infection,0
6156,2015-W42,Mumps,6
6157,2015-W42,Nipah virus infection,0
6158,2015-W42,Paratyphoid,1
6159,2015-W42,Pertussis,2
6160,2015-W42,Plague,0
6161,2015-W42,Pneumococcal Disease (invasive),3
6162,2015-W42,Poliomyelitis,0
6163,2015-W42,Rubella,0
6164,2015-W42,Salmonellosis(non-enteric fevers),51
6165,2015-W42,SARS,0
6166,2015-W42,Typhoid,1
6167,2015-W42,Viral Hepatitis A,1
6168,2015-W42,Viral Hepatitis E,4
6169,2015-W42,Yellow Fever,0
6170,2015-W43,Acute Viral hepatitis B,0
6171,2015-W43,Acute Viral hepatitis C,1
6172,2015-W43,Avian Influenza,0
6173,2015-W43,Campylobacterenterosis,10
6174,2015-W43,Chikungunya Fever,0
6175,2015-W43,Cholera,1
6176,2015-W43,Dengue Fever,246
6177,2015-W43,Dengue Haemorrhagic Fever,0
6178,2015-W43,Diphtheria,0
6179,2015-W43,Encephalitis,0
6180,2015-W43,Haemophilus influenzae type b,0
6181,2015-W43,"Hand, Foot Mouth Disease",438
6182,2015-W43,Legionellosis,0
6183,2015-W43,Malaria,1
6184,2015-W43,Measles,1
6185,2015-W43,Melioidosis,0
6186,2015-W43,Meningococcal Infection,0
6187,2015-W43,Mumps,12
6188,2015-W43,Nipah virus infection,0
6189,2015-W43,Paratyphoid,1
6190,2015-W43,Pertussis,1
6191,2015-W43,Plague,0
6192,2015-W43,Pneumococcal Disease (invasive),4
6193,2015-W43,Poliomyelitis,0
6194,2015-W43,Rubella,2
6195,2015-W43,Salmonellosis(non-enteric fevers),39
6196,2015-W43,SARS,0
6197,2015-W43,Typhoid,3
6198,2015-W43,Viral Hepatitis A,1
6199,2015-W43,Viral Hepatitis E,3
6200,2015-W43,Yellow Fever,0
6201,2015-W44,Acute Viral hepatitis B,7
6202,2015-W44,Acute Viral hepatitis C,1
6203,2015-W44,Avian Influenza,0
6204,2015-W44,Campylobacterenterosis,9
6205,2015-W44,Chikungunya Fever,2
6206,2015-W44,Cholera,0
6207,2015-W44,Dengue Fever,266
6208,2015-W44,Dengue Haemorrhagic Fever,0
6209,2015-W44,Diphtheria,0
6210,2015-W44,Encephalitis,2
6211,2015-W44,Haemophilus influenzae type b,0
6212,2015-W44,"Hand, Foot Mouth Disease",502
6213,2015-W44,Legionellosis,0
6214,2015-W44,Malaria,0
6215,2015-W44,Measles,0
6216,2015-W44,Melioidosis,0
6217,2015-W44,Meningococcal Infection,0
6218,2015-W44,Mumps,6
6219,2015-W44,Nipah virus infection,0
6220,2015-W44,Paratyphoid,1
6221,2015-W44,Pertussis,2
6222,2015-W44,Plague,0
6223,2015-W44,Pneumococcal Disease (invasive),1
6224,2015-W44,Poliomyelitis,0
6225,2015-W44,Rubella,0
6226,2015-W44,Salmonellosis(non-enteric fevers),40
6227,2015-W44,SARS,0
6228,2015-W44,Typhoid,1
6229,2015-W44,Viral Hepatitis A,1
6230,2015-W44,Viral Hepatitis E,3
6231,2015-W44,Yellow Fever,0
6232,2015-W45,Acute Viral hepatitis B,2
6233,2015-W45,Acute Viral hepatitis C,1
6234,2015-W45,Avian Influenza,0
6235,2015-W45,Campylobacterenterosis,8
6236,2015-W45,Chikungunya Fever,1
6237,2015-W45,Cholera,0
6238,2015-W45,Dengue Fever,198
6239,2015-W45,Dengue Haemorrhagic Fever,0
6240,2015-W45,Diphtheria,0
6241,2015-W45,Encephalitis,0
6242,2015-W45,Haemophilus influenzae type b,0
6243,2015-W45,"Hand, Foot Mouth Disease",523
6244,2015-W45,Legionellosis,0
6245,2015-W45,Malaria,0
6246,2015-W45,Measles,0
6247,2015-W45,Melioidosis,0
6248,2015-W45,Meningococcal Infection,1
6249,2015-W45,Mumps,9
6250,2015-W45,Nipah virus infection,0
6251,2015-W45,Paratyphoid,0
6252,2015-W45,Pertussis,1
6253,2015-W45,Plague,0
6254,2015-W45,Pneumococcal Disease (invasive),0
6255,2015-W45,Poliomyelitis,0
6256,2015-W45,Rubella,0
6257,2015-W45,Salmonellosis(non-enteric fevers),58
6258,2015-W45,SARS,0
6259,2015-W45,Typhoid,0
6260,2015-W45,Viral Hepatitis A,1
6261,2015-W45,Viral Hepatitis E,1
6262,2015-W45,Yellow Fever,0
6263,2015-W46,Acute Viral hepatitis B,1
6264,2015-W46,Acute Viral hepatitis C,0
6265,2015-W46,Avian Influenza,0
6266,2015-W46,Campylobacterenterosis,10
6267,2015-W46,Chikungunya Fever,0
6268,2015-W46,Cholera,0
6269,2015-W46,Dengue Fever,254
6270,2015-W46,Dengue Haemorrhagic Fever,0
6271,2015-W46,Diphtheria,0
6272,2015-W46,Encephalitis,1
6273,2015-W46,Haemophilus influenzae type b,1
6274,2015-W46,"Hand, Foot Mouth Disease",600
6275,2015-W46,Legionellosis,0
6276,2015-W46,Malaria,0
6277,2015-W46,Measles,0
6278,2015-W46,Melioidosis,1
6279,2015-W46,Meningococcal Infection,1
6280,2015-W46,Mumps,10
6281,2015-W46,Nipah virus infection,0
6282,2015-W46,Paratyphoid,0
6283,2015-W46,Pertussis,0
6284,2015-W46,Plague,0
6285,2015-W46,Pneumococcal Disease (invasive),2
6286,2015-W46,Poliomyelitis,0
6287,2015-W46,Rubella,0
6288,2015-W46,Salmonellosis(non-enteric fevers),52
6289,2015-W46,SARS,0
6290,2015-W46,Typhoid,0
6291,2015-W46,Viral Hepatitis A,2
6292,2015-W46,Viral Hepatitis E,2
6293,2015-W46,Yellow Fever,0
6294,2015-W47,Acute Viral hepatitis B,1
6295,2015-W47,Acute Viral hepatitis C,1
6296,2015-W47,Avian Influenza,0
6297,2015-W47,Campylobacterenterosis,6
6298,2015-W47,Chikungunya Fever,1
6299,2015-W47,Cholera,1
6300,2015-W47,Dengue Fever,285
6301,2015-W47,Dengue Haemorrhagic Fever,1
6302,2015-W47,Diphtheria,0
6303,2015-W47,Encephalitis,0
6304,2015-W47,Haemophilus influenzae type b,0
6305,2015-W47,"Hand, Foot Mouth Disease",610
6306,2015-W47,Legionellosis,0
6307,2015-W47,Malaria,4
6308,2015-W47,Measles,2
6309,2015-W47,Melioidosis,0
6310,2015-W47,Meningococcal Infection,0
6311,2015-W47,Mumps,10
6312,2015-W47,Nipah virus infection,0
6313,2015-W47,Paratyphoid,0
6314,2015-W47,Pertussis,3
6315,2015-W47,Plague,0
6316,2015-W47,Pneumococcal Disease (invasive),2
6317,2015-W47,Poliomyelitis,0
6318,2015-W47,Rubella,0
6319,2015-W47,Salmonellosis(non-enteric fevers),48
6320,2015-W47,SARS,0
6321,2015-W47,Typhoid,0
6322,2015-W47,Viral Hepatitis A,0
6323,2015-W47,Viral Hepatitis E,3
6324,2015-W47,Yellow Fever,0
6325,2015-W48,Acute Viral hepatitis B,0
6326,2015-W48,Acute Viral hepatitis C,0
6327,2015-W48,Avian Influenza,0
6328,2015-W48,Campylobacterenterosis,8
6329,2015-W48,Chikungunya Fever,1
6330,2015-W48,Cholera,0
6331,2015-W48,Dengue Fever,259
6332,2015-W48,Dengue Haemorrhagic Fever,0
6333,2015-W48,Diphtheria,0
6334,2015-W48,Encephalitis,0
6335,2015-W48,Haemophilus influenzae type b,0
6336,2015-W48,"Hand, Foot Mouth Disease",533
6337,2015-W48,Legionellosis,1
6338,2015-W48,Malaria,1
6339,2015-W48,Measles,0
6340,2015-W48,Melioidosis,0
6341,2015-W48,Meningococcal Infection,0
6342,2015-W48,Mumps,8
6343,2015-W48,Nipah virus infection,0
6344,2015-W48,Paratyphoid,0
6345,2015-W48,Pertussis,2
6346,2015-W48,Plague,0
6347,2015-W48,Pneumococcal Disease (invasive),8
6348,2015-W48,Poliomyelitis,0
6349,2015-W48,Rubella,0
6350,2015-W48,Salmonellosis(non-enteric fevers),46
6351,2015-W48,SARS,0
6352,2015-W48,Typhoid,0
6353,2015-W48,Viral Hepatitis A,2
6354,2015-W48,Viral Hepatitis E,2
6355,2015-W48,Yellow Fever,0
6356,2015-W49,Acute Viral hepatitis B,1
6357,2015-W49,Acute Viral hepatitis C,0
6358,2015-W49,Avian Influenza,0
6359,2015-W49,Campylobacterenterosis,9
6360,2015-W49,Chikungunya Fever,0
6361,2015-W49,Cholera,0
6362,2015-W49,Dengue Fever,356
6363,2015-W49,Dengue Haemorrhagic Fever,1
6364,2015-W49,Diphtheria,0
6365,2015-W49,Encephalitis,1
6366,2015-W49,Haemophilus influenzae type b,0
6367,2015-W49,"Hand, Foot Mouth Disease",568
6368,2015-W49,Legionellosis,1
6369,2015-W49,Malaria,0
6370,2015-W49,Measles,0
6371,2015-W49,Melioidosis,0
6372,2015-W49,Meningococcal Infection,0
6373,2015-W49,Mumps,6
6374,2015-W49,Nipah virus infection,0
6375,2015-W49,Paratyphoid,1
6376,2015-W49,Pertussis,2
6377,2015-W49,Plague,0
6378,2015-W49,Pneumococcal Disease (invasive),1
6379,2015-W49,Poliomyelitis,0
6380,2015-W49,Rubella,1
6381,2015-W49,Salmonellosis(non-enteric fevers),41
6382,2015-W49,SARS,0
6383,2015-W49,Typhoid,1
6384,2015-W49,Viral Hepatitis A,0
6385,2015-W49,Viral Hepatitis E,0
6386,2015-W49,Yellow Fever,0
6387,2015-W50,Acute Viral hepatitis B,0
6388,2015-W50,Acute Viral hepatitis C,1
6389,2015-W50,Avian Influenza,0
6390,2015-W50,Campylobacterenterosis,16
6391,2015-W50,Chikungunya Fever,0
6392,2015-W50,Cholera,0
6393,2015-W50,Dengue Fever,333
6394,2015-W50,Dengue Haemorrhagic Fever,0
6395,2015-W50,Diphtheria,0
6396,2015-W50,Encephalitis,0
6397,2015-W50,Haemophilus influenzae type b,0
6398,2015-W50,"Hand, Foot Mouth Disease",548
6399,2015-W50,Legionellosis,0
6400,2015-W50,Malaria,0
6401,2015-W50,Measles,0
6402,2015-W50,Melioidosis,1
6403,2015-W50,Meningococcal Infection,0
6404,2015-W50,Mumps,3
6405,2015-W50,Nipah virus infection,0
6406,2015-W50,Paratyphoid,0
6407,2015-W50,Pertussis,2
6408,2015-W50,Plague,0
6409,2015-W50,Pneumococcal Disease (invasive),0
6410,2015-W50,Poliomyelitis,0
6411,2015-W50,Rubella,1
6412,2015-W50,Salmonellosis(non-enteric fevers),48
6413,2015-W50,SARS,0
6414,2015-W50,Typhoid,1
6415,2015-W50,Viral Hepatitis A,1
6416,2015-W50,Viral Hepatitis E,2
6417,2015-W50,Yellow Fever,0
6418,2015-W51,Acute Viral hepatitis B,2
6419,2015-W51,Acute Viral hepatitis C,0
6420,2015-W51,Avian Influenza,0
6421,2015-W51,Campylobacterenterosis,7
6422,2015-W51,Chikungunya Fever,0
6423,2015-W51,Cholera,0
6424,2015-W51,Dengue Fever,372
6425,2015-W51,Dengue Haemorrhagic Fever,0
6426,2015-W51,Diphtheria,0
6427,2015-W51,Encephalitis,1
6428,2015-W51,Haemophilus influenzae type b,0
6429,2015-W51,"Hand, Foot Mouth Disease",432
6430,2015-W51,Legionellosis,0
6431,2015-W51,Malaria,1
6432,2015-W51,Measles,1
6433,2015-W51,Melioidosis,2
6434,2015-W51,Meningococcal Infection,0
6435,2015-W51,Mumps,11
6436,2015-W51,Nipah virus infection,0
6437,2015-W51,Paratyphoid,0
6438,2015-W51,Pertussis,0
6439,2015-W51,Plague,0
6440,2015-W51,Pneumococcal Disease (invasive),2
6441,2015-W51,Poliomyelitis,0
6442,2015-W51,Rubella,0
6443,2015-W51,Salmonellosis(non-enteric fevers),58
6444,2015-W51,SARS,0
6445,2015-W51,Typhoid,3
6446,2015-W51,Viral Hepatitis A,0
6447,2015-W51,Viral Hepatitis E,3
6448,2015-W51,Yellow Fever,0
6449,2015-W52,Acute Viral hepatitis B,1
6450,2015-W52,Acute Viral hepatitis C,0
6451,2015-W52,Avian Influenza,0
6452,2015-W52,Campylobacterenterosis,8
6453,2015-W52,Chikungunya Fever,0
6454,2015-W52,Cholera,0
6455,2015-W52,Dengue Fever,458
6456,2015-W52,Dengue Haemorrhagic Fever,0
6457,2015-W52,Diphtheria,0
6458,2015-W52,Encephalitis,0
6459,2015-W52,Haemophilus influenzae type b,0
6460,2015-W52,"Hand, Foot Mouth Disease",370
6461,2015-W52,Legionellosis,1
6462,2015-W52,Malaria,0
6463,2015-W52,Measles,0
6464,2015-W52,Melioidosis,1
6465,2015-W52,Meningococcal Infection,0
6466,2015-W52,Mumps,7
6467,2015-W52,Nipah virus infection,0
6468,2015-W52,Paratyphoid,1
6469,2015-W52,Pertussis,0
6470,2015-W52,Plague,0
6471,2015-W52,Pneumococcal Disease (invasive),2
6472,2015-W52,Poliomyelitis,0
6473,2015-W52,Rubella,0
6474,2015-W52,Salmonellosis(non-enteric fevers),40
6475,2015-W52,SARS,0
6476,2015-W52,Typhoid,0
6477,2015-W52,Viral Hepatitis A,0
6478,2015-W52,Viral Hepatitis E,3
6479,2015-W52,Yellow Fever,0
6480,2016-W01,Cholera,1
6481,2016-W01,Paratyphoid,1
6482,2016-W01,Typhoid,0
6483,2016-W01,Viral Hepatitis A,0
6484,2016-W01,Viral Hepatitis E,1
6485,2016-W01,Poliomyelitis,0
6486,2016-W01,Plague,0
6487,2016-W01,Yellow Fever,0
6488,2016-W01,Dengue Fever,549
6489,2016-W01,Dengue Haemorrhagic Fever,0
6490,2016-W01,Malaria,1
6491,2016-W01,Chikungunya Fever,1
6492,2016-W01,"Hand, Foot Mouth Disease",418
6493,2016-W01,Diphtheria,0
6494,2016-W01,Measles,0
6495,2016-W01,Mumps,8
6496,2016-W01,Rubella,1
6497,2016-W01,SARS,0
6498,2016-W01,Nipah virus infection,0
6499,2016-W01,Acute Viral hepatitis B,3
6500,2016-W01,Encephalitis,1
6501,2016-W01,Legionellosis,0
6502,2016-W01,Campylobacterenterosis,14
6503,2016-W01,Acute Viral hepatitis C,0
6504,2016-W01,Melioidosis,0
6505,2016-W01,Meningococcal Infection,0
6506,2016-W01,Pertussis,1
6507,2016-W01,Pneumococcal Disease (invasive),2
6508,2016-W01,Haemophilus influenzae type b,0
6509,2016-W01,Salmonellosis(non-enteric fevers),58
6510,2016-W01,Avian Influenza,1
6511,2016-W02,Cholera,0
6512,2016-W02,Paratyphoid,0
6513,2016-W02,Typhoid,0
6514,2016-W02,Viral Hepatitis A,3
6515,2016-W02,Viral Hepatitis E,1
6516,2016-W02,Poliomyelitis,0
6517,2016-W02,Plague,0
6518,2016-W02,Yellow Fever,0
6519,2016-W02,Dengue Fever,628
6520,2016-W02,Dengue Haemorrhagic Fever,0
6521,2016-W02,Malaria,0
6522,2016-W02,Chikungunya Fever,1
6523,2016-W02,"Hand, Foot Mouth Disease",505
6524,2016-W02,Diphtheria,0
6525,2016-W02,Measles,0
6526,2016-W02,Mumps,7
6527,2016-W02,Rubella,0
6528,2016-W02,SARS,0
6529,2016-W02,Nipah virus infection,0
6530,2016-W02,Acute Viral hepatitis B,3
6531,2016-W02,Encephalitis,1
6532,2016-W02,Legionellosis,0
6533,2016-W02,Campylobacterenterosis,4
6534,2016-W02,Acute Viral hepatitis C,0
6535,2016-W02,Melioidosis,2
6536,2016-W02,Meningococcal Infection,0
6537,2016-W02,Pertussis,2
6538,2016-W02,Pneumococcal Disease (invasive),2
6539,2016-W02,Haemophilus influenzae type b,0
6540,2016-W02,Salmonellosis(non-enteric fevers),52
6541,2016-W02,Avian Influenza,0
6542,2016-W03,Cholera,0
6543,2016-W03,Paratyphoid,1
6544,2016-W03,Typhoid,2
6545,2016-W03,Viral Hepatitis A,2
6546,2016-W03,Viral Hepatitis E,2
6547,2016-W03,Poliomyelitis,0
6548,2016-W03,Plague,0
6549,2016-W03,Yellow Fever,0
6550,2016-W03,Dengue Fever,635
6551,2016-W03,Dengue Haemorrhagic Fever,1
6552,2016-W03,Malaria,0
6553,2016-W03,Chikungunya Fever,0
6554,2016-W03,"Hand, Foot Mouth Disease",588
6555,2016-W03,Diphtheria,0
6556,2016-W03,Measles,0
6557,2016-W03,Mumps,11
6558,2016-W03,Rubella,0
6559,2016-W03,SARS,0
6560,2016-W03,Nipah virus infection,0
6561,2016-W03,Acute Viral hepatitis B,0
6562,2016-W03,Encephalitis,2
6563,2016-W03,Legionellosis,0
6564,2016-W03,Campylobacterenterosis,9
6565,2016-W03,Acute Viral hepatitis C,0
6566,2016-W03,Melioidosis,1
6567,2016-W03,Meningococcal Infection,1
6568,2016-W03,Pertussis,2
6569,2016-W03,Pneumococcal Disease (invasive),1
6570,2016-W03,Haemophilus influenzae type b,0
6571,2016-W03,Salmonellosis(non-enteric fevers),49
6572,2016-W03,Avian Influenza,0
6573,2016-W04,Cholera,0
6574,2016-W04,Paratyphoid,0
6575,2016-W04,Typhoid,4
6576,2016-W04,Viral Hepatitis A,0
6577,2016-W04,Viral Hepatitis E,0
6578,2016-W04,Poliomyelitis,0
6579,2016-W04,Plague,0
6580,2016-W04,Yellow Fever,0
6581,2016-W04,Dengue Fever,629
6582,2016-W04,Dengue Haemorrhagic Fever,1
6583,2016-W04,Malaria,0
6584,2016-W04,Chikungunya Fever,1
6585,2016-W04,"Hand, Foot Mouth Disease",587
6586,2016-W04,Diphtheria,0
6587,2016-W04,Measles,0
6588,2016-W04,Mumps,10
6589,2016-W04,Rubella,0
6590,2016-W04,SARS,0
6591,2016-W04,Nipah virus infection,0
6592,2016-W04,Acute Viral hepatitis B,2
6593,2016-W04,Encephalitis,0
6594,2016-W04,Legionellosis,0
6595,2016-W04,Campylobacterenterosis,6
6596,2016-W04,Acute Viral hepatitis C,0
6597,2016-W04,Melioidosis,2
6598,2016-W04,Meningococcal Infection,0
6599,2016-W04,Pertussis,1
6600,2016-W04,Pneumococcal Disease (invasive),3
6601,2016-W04,Haemophilus influenzae type b,0
6602,2016-W04,Salmonellosis(non-enteric fevers),42
6603,2016-W04,Avian Influenza,0
6604,2016-W05,Cholera,0
6605,2016-W05,Paratyphoid,0
6606,2016-W05,Typhoid,1
6607,2016-W05,Viral Hepatitis A,0
6608,2016-W05,Viral Hepatitis E,2
6609,2016-W05,Poliomyelitis,0
6610,2016-W05,Plague,0
6611,2016-W05,Yellow Fever,0
6612,2016-W05,Dengue Fever,528
6613,2016-W05,Dengue Haemorrhagic Fever,2
6614,2016-W05,Malaria,0
6615,2016-W05,Chikungunya Fever,0
6616,2016-W05,"Hand, Foot Mouth Disease",680
6617,2016-W05,Diphtheria,0
6618,2016-W05,Measles,1
6619,2016-W05,Mumps,9
6620,2016-W05,Rubella,0
6621,2016-W05,SARS,0
6622,2016-W05,Nipah virus infection,0
6623,2016-W05,Acute Viral hepatitis B,2
6624,2016-W05,Encephalitis,2
6625,2016-W05,Legionellosis,0
6626,2016-W05,Campylobacterenterosis,6
6627,2016-W05,Acute Viral hepatitis C,0
6628,2016-W05,Melioidosis,0
6629,2016-W05,Meningococcal Infection,0
6630,2016-W05,Pertussis,1
6631,2016-W05,Pneumococcal Disease (invasive),2
6632,2016-W05,Haemophilus influenzae type b,0
6633,2016-W05,Salmonellosis(non-enteric fevers),54
6634,2016-W05,Avian Influenza,0
6635,2016-W06,Cholera,0
6636,2016-W06,Paratyphoid,0
6637,2016-W06,Typhoid,0
6638,2016-W06,Viral Hepatitis A,1
6639,2016-W06,Viral Hepatitis E,0
6640,2016-W06,Poliomyelitis,0
6641,2016-W06,Plague,0
6642,2016-W06,Yellow Fever,0
6643,2016-W06,Dengue Fever,420
6644,2016-W06,Dengue Haemorrhagic Fever,0
6645,2016-W06,Malaria,0
6646,2016-W06,Chikungunya Fever,0
6647,2016-W06,"Hand, Foot Mouth Disease",587
6648,2016-W06,Diphtheria,0
6649,2016-W06,Measles,0
6650,2016-W06,Mumps,9
6651,2016-W06,Rubella,0
6652,2016-W06,SARS,0
6653,2016-W06,Nipah virus infection,0
6654,2016-W06,Acute Viral hepatitis B,1
6655,2016-W06,Encephalitis,0
6656,2016-W06,Legionellosis,0
6657,2016-W06,Campylobacterenterosis,5
6658,2016-W06,Acute Viral hepatitis C,0
6659,2016-W06,Melioidosis,2
6660,2016-W06,Meningococcal Infection,0
6661,2016-W06,Pertussis,0
6662,2016-W06,Pneumococcal Disease (invasive),2
6663,2016-W06,Haemophilus influenzae type b,0
6664,2016-W06,Salmonellosis(non-enteric fevers),35
6665,2016-W06,Avian Influenza,0
6666,2016-W07,Cholera,0
6667,2016-W07,Paratyphoid,0
6668,2016-W07,Typhoid,0
6669,2016-W07,Viral Hepatitis A,3
6670,2016-W07,Viral Hepatitis E,3
6671,2016-W07,Poliomyelitis,0
